case_name,area,num_rooms,num_paths,avg_path_length,mode_path_length,len_shortest_path,degree_dom_node
32337,38.629989,6.0,2.0,6.0,5.0,5.0,1.0
17531,85.036604,8.0,2.0,4.0,5.0,3.0,1.0
71318,75.76479900000001,6.0,2.0,3.5,4.0,3.0,1.0
33784,79.81131800000001,8.0,10.0,5.8,5.0,4.0,1.0
45208,119.381947,11.0,5.0,5.8,5.0,5.0,1.0
40195,58.550893,10.0,17.0,4.705882352941177,5.0,3.0,2.0
55082,62.221529999999994,8.0,4.0,4.75,5.0,4.0,1.0
22152,123.764806,10.0,15.0,5.066666666666666,5.0,3.0,3.0
45547,50.510657,7.0,6.0,4.166666666666667,3.0,3.0,2.0
42374,93.50642200000001,10.0,4.0,5.0,5.0,5.0,2.0
107088,91.927994,10.0,3.0,3.6666666666666665,4.0,3.0,1.0
97609,104.36288700000001,9.0,4.0,5.0,5.0,4.0,1.0
51453,98.336491,11.0,1.0,5.0,5.0,5.0,1.0
140809,78.063047,11.0,4.0,4.75,5.0,4.0,1.0
7689,81.44454400000001,8.0,5.0,4.8,5.0,4.0,1.0
67233,74.93961200000001,9.0,9.0,5.333333333333333,5.0,5.0,3.0
107021,134.179157,11.0,12.0,5.5,6.0,3.0,1.0
27471,100.842544,8.0,15.0,5.133333333333334,5.0,4.0,3.0
11496,91.81649999999999,9.0,10.0,4.7,6.0,3.0,2.0
40995,30.567536999999998,4.0,1.0,5.0,5.0,5.0,1.0
152853,72.149779,7.0,3.0,6.0,6.0,6.0,1.0
56108,124.38244899999997,9.0,4.0,4.75,5.0,3.0,1.0
38608,82.823853,7.0,4.0,4.0,4.0,3.0,2.0
34741,27.822612999999997,4.0,2.0,3.5,3.0,3.0,1.0
11281,100.279464,8.0,6.0,6.0,7.0,5.0,3.0
16028,74.08682200000001,7.0,15.0,4.6,5.0,3.0,3.0
66645,92.577345,10.0,2.0,3.5,4.0,3.0,2.0
39261,114.883721,10.0,3.0,5.666666666666667,6.0,5.0,1.0
97868,80.66491771999999,10.0,10.0,5.2,5.0,5.0,2.0
5299,73.47697099999999,7.0,16.0,4.625,5.0,3.0,2.0
45148,94.591723,9.0,1.0,5.0,5.0,5.0,1.0
100640,103.746046,10.0,21.0,5.333333333333333,6.0,3.0,2.0
100451,109.53464000000001,8.0,1.0,5.0,5.0,5.0,1.0
60778,85.77180799999998,6.0,3.0,3.6666666666666665,4.0,3.0,3.0
106340,84.58045,11.0,4.0,6.0,6.0,5.0,1.0
32222,100.38458000000001,9.0,1.0,4.0,4.0,4.0,1.0
29714,68.515586,10.0,2.0,5.0,5.0,5.0,1.0
6742,93.965304,9.0,26.0,6.1923076923076925,6.0,4.0,4.0
97416,96.313428,13.0,6.0,5.166666666666667,5.0,5.0,1.0
65603,88.64028899999998,6.0,6.0,5.0,4.0,4.0,1.0
46525,106.40827,12.0,15.0,5.2,5.0,5.0,3.0
66820,39.191348999999995,6.0,2.0,3.0,3.0,3.0,1.0
108780,110.61202099999998,12.0,1.0,6.0,6.0,6.0,1.0
100310,87.00736400000001,9.0,6.0,5.0,5.0,4.0,2.0
50772,78.907652,7.0,5.0,4.0,4.0,3.0,3.0
139757,88.520168,7.0,3.0,5.333333333333333,5.0,5.0,1.0
25302,74.08974500000001,8.0,2.0,5.0,5.0,5.0,2.0
67608,70.73490799999999,7.0,5.0,5.2,5.0,5.0,1.0
99295,74.47179799999999,12.0,5.0,5.0,5.0,4.0,1.0
5542,38.613686,5.0,2.0,5.5,5.0,5.0,1.0
10740,67.26509200000001,6.0,2.0,4.0,4.0,4.0,1.0
143921,81.00359999999999,7.0,10.0,4.8,5.0,3.0,2.0
49246,122.612418,10.0,5.0,5.4,5.0,5.0,1.0
44243,77.285503,7.0,4.0,5.25,5.0,5.0,1.0
43895,135.706179,9.0,3.0,3.6666666666666665,4.0,3.0,1.0
70558,85.041873,9.0,4.0,5.75,6.0,5.0,1.0
33990,61.727589,6.0,8.0,5.0,5.0,5.0,2.0
34158,77.646932,8.0,5.0,4.6,5.0,4.0,1.0
4969,82.869758,8.0,15.0,5.066666666666666,6.0,3.0,3.0
105741,141.69800999999998,14.0,4.0,5.0,5.0,5.0,2.0
6226,64.569709,8.0,5.0,5.2,6.0,3.0,1.0
97859,81.27810200000002,10.0,6.0,5.0,5.0,5.0,2.0
42387,94.731798,10.0,10.0,5.6,5.0,5.0,2.0
64460,83.77271999999998,9.0,1.0,3.0,3.0,3.0,3.0
135588,151.382574,9.0,9.0,5.333333333333333,5.0,5.0,1.0
13126,90.209003,7.0,6.0,5.0,5.0,4.0,2.0
