space_names,datetimes,mixing_volume,ventilation_volume,temperature,zone_inflow,zone_outflow,zone_dimless_flow,zone_dimless_temp,case_name
BLOCK `CORRIDOR_8` STOREY 0,2017-07-13T22:00:00.000000,5025.577389340458,0.0,16.272517998644098,2.7911540954574465,2.7911168563306608,0.07155691287692562,1.0060289334555859,100397
BLOCK `CORRIDOR_8` STOREY 0,2017-07-13T22:00:00.000000,5025.577389340458,0.0,16.272517998644098,2.7911540954574465,2.7911168563306608,0.07155691287692562,1.0060289334555859,100397
BLOCK `CORRIDOR_8` STOREY 0,2017-07-13T22:00:00.000000,5025.577389340458,0.0,16.272517998644098,2.7911540954574465,2.7911168563306608,0.07155691287692562,1.0060289334555859,100397
BLOCK `CORRIDOR_8` STOREY 0,2017-07-13T22:00:00.000000,5025.577389340458,0.0,16.272517998644098,2.7911540954574465,2.7911168563306608,0.07155691287692562,1.0060289334555859,100397
BLOCK `CORRIDOR_8` STOREY 0,2017-07-13T22:00:00.000000,5025.577389340458,0.0,16.272517998644098,2.7911540954574465,2.7911168563306608,0.07155691287692562,1.0060289334555859,100397
BLOCK `CORRIDOR_8` STOREY 0,2017-07-13T22:00:00.000000,5025.577389340458,0.0,16.272517998644098,2.7911540954574465,2.7911168563306608,0.07155691287692562,1.0060289334555859,100397
BLOCK `CORRIDOR_8` STOREY 0,2017-07-13T22:00:00.000000,5025.577389340458,0.0,16.272517998644098,2.7911540954574465,2.7911168563306608,0.07155691287692562,1.0060289334555859,100397
BLOCK `CORRIDOR_8` STOREY 0,2017-07-13T22:00:00.000000,5025.577389340458,0.0,16.272517998644098,2.7911540954574465,2.7911168563306608,0.07155691287692562,1.0060289334555859,100397
BLOCK `CORRIDOR_8` STOREY 0,2017-07-13T22:00:00.000000,5025.577389340458,0.0,16.272517998644098,2.7911540954574465,2.7911168563306608,0.07155691287692562,1.0060289334555859,100397
BLOCK `CORRIDOR_8` STOREY 0,2017-07-13T22:00:00.000000,5025.577389340458,0.0,16.272517998644098,2.7911540954574465,2.7911168563306608,0.07155691287692562,1.0060289334555859,100397
BLOCK `CORRIDOR_8` STOREY 0,2017-07-13T22:00:00.000000,5025.577389340458,0.0,16.272517998644098,2.7911540954574465,2.7911168563306608,0.07155691287692562,1.0060289334555859,100397
BLOCK `CORRIDOR_8` STOREY 0,2017-07-13T22:00:00.000000,5025.577389340458,0.0,16.272517998644098,2.7911540954574465,2.7911168563306608,0.07155691287692562,1.0060289334555859,100397
BLOCK `CORRIDOR_8` STOREY 0,2017-07-13T22:00:00.000000,5025.577389340458,0.0,16.272517998644098,2.7911540954574465,2.7911168563306608,0.07155691287692562,1.0060289334555859,100397
BLOCK `CORRIDOR_8` STOREY 0,2017-07-13T22:00:00.000000,5025.577389340458,0.0,16.272517998644098,2.7911540954574465,2.7911168563306608,0.07155691287692562,1.0060289334555859,100397
BLOCK `CORRIDOR_8` STOREY 0,2017-07-13T22:00:00.000000,5025.577389340458,0.0,16.272517998644098,2.7911540954574465,2.7911168563306608,0.07155691287692562,1.0060289334555859,100397
BLOCK `CORRIDOR_8` STOREY 0,2017-07-13T22:00:00.000000,5025.577389340458,0.0,16.272517998644098,2.7911540954574465,2.7911168563306608,0.07155691287692562,1.0060289334555859,100397
BLOCK `CORRIDOR_8` STOREY 0,2017-07-13T22:00:00.000000,5025.577389340458,0.0,16.272517998644098,2.7911540954574465,2.7911168563306608,0.07155691287692562,1.0060289334555859,100397
BLOCK `CORRIDOR_8` STOREY 0,2017-07-13T22:00:00.000000,5025.577389340458,0.0,16.272517998644098,2.7911540954574465,2.7911168563306608,0.07155691287692562,1.0060289334555859,100397
BLOCK `CORRIDOR_8` STOREY 0,2017-07-13T22:00:00.000000,5025.577389340458,0.0,16.272517998644098,2.7911540954574465,2.7911168563306608,0.07155691287692562,1.0060289334555859,100397
BLOCK `CORRIDOR_8` STOREY 0,2017-07-13T22:00:00.000000,5025.577389340458,0.0,16.272517998644098,2.7911540954574465,2.7911168563306608,0.07155691287692562,1.0060289334555859,100397
BLOCK `CORRIDOR_8` STOREY 0,2017-07-13T22:00:00.000000,5025.577389340458,0.0,16.272517998644098,2.7911540954574465,2.7911168563306608,0.07155691287692562,1.0060289334555859,100397
BLOCK `CORRIDOR_8` STOREY 0,2017-07-13T22:00:00.000000,5025.577389340458,0.0,16.272517998644098,2.7911540954574465,2.7911168563306608,0.07155691287692562,1.0060289334555859,100397
BLOCK `CORRIDOR_8` STOREY 0,2017-07-13T22:00:00.000000,5025.577389340458,0.0,16.272517998644098,2.7911540954574465,2.7911168563306608,0.07155691287692562,1.0060289334555859,100397
BLOCK `CORRIDOR_8` STOREY 0,2017-07-13T22:00:00.000000,5025.577389340458,0.0,16.272517998644098,2.7911540954574465,2.7911168563306608,0.07155691287692562,1.0060289334555859,100397
BLOCK `CORRIDOR_8` STOREY 0,2017-07-13T22:00:00.000000,5025.577389340458,0.0,16.272517998644098,2.7911540954574465,2.7911168563306608,0.07155691287692562,1.0060289334555859,100397
BLOCK `CORRIDOR_8` STOREY 0,2017-07-13T22:00:00.000000,5025.577389340458,0.0,16.272517998644098,2.7911540954574465,2.7911168563306608,0.07155691287692562,1.0060289334555859,100397
BLOCK `CORRIDOR_8` STOREY 0,2017-07-13T22:00:00.000000,5025.577389340458,0.0,16.272517998644098,2.7911540954574465,2.7911168563306608,0.07155691287692562,1.0060289334555859,100397
BLOCK `CORRIDOR_8` STOREY 0,2017-07-13T22:00:00.000000,5025.577389340458,0.0,16.272517998644098,2.7911540954574465,2.7911168563306608,0.07155691287692562,1.0060289334555859,100397
BLOCK `CORRIDOR_8` STOREY 0,2017-07-13T22:00:00.000000,5025.577389340458,0.0,16.272517998644098,2.7911540954574465,2.7911168563306608,0.07155691287692562,1.0060289334555859,100397
BLOCK `CORRIDOR_8` STOREY 0,2017-07-13T22:00:00.000000,5025.577389340458,0.0,16.272517998644098,2.7911540954574465,2.7911168563306608,0.07155691287692562,1.0060289334555859,100397
BLOCK `CORRIDOR_8` STOREY 0,2017-07-13T22:00:00.000000,5025.577389340458,0.0,16.272517998644098,2.7911540954574465,2.7911168563306608,0.07155691287692562,1.0060289334555859,100397
BLOCK `CORRIDOR_8` STOREY 0,2017-07-13T22:00:00.000000,5025.577389340458,0.0,16.272517998644098,2.7911540954574465,2.7911168563306608,0.07155691287692562,1.0060289334555859,100397
BLOCK `CORRIDOR_8` STOREY 0,2017-07-13T22:00:00.000000,5025.577389340458,0.0,16.272517998644098,2.7911540954574465,2.7911168563306608,0.07155691287692562,1.0060289334555859,100397
BLOCK `CORRIDOR_8` STOREY 0,2017-07-13T22:00:00.000000,5025.577389340458,0.0,16.272517998644098,2.7911540954574465,2.7911168563306608,0.07155691287692562,1.0060289334555859,100397
BLOCK `CORRIDOR_8` STOREY 0,2017-07-13T22:00:00.000000,5025.577389340458,0.0,16.272517998644098,2.7911540954574465,2.7911168563306608,0.07155691287692562,1.0060289334555859,100397
